"distance m","value db"
5.507042,0.0
5.511191,3.005
5.511829,0.0
5.519808,1.928
5.520128,3.12
5.528106,4.664
5.528745,1.188
5.529064,0.0
5.532575,2.141
5.533213,0.0
5.533851,1.823
5.53417,3.106
5.536724,0.0
5.540873,2.644
5.546618,0.0
5.558745,1.311
5.559384,2.697
5.559703,3.999
5.56066,1.126
5.56098,0.0
5.565129,2.309
5.566086,0.0
5.566724,3.352
5.567363,0.0
5.567682,3.37
5.56832,0.0
5.568958,2.072
5.572788,1.198
5.573107,0.0
5.584597,4.793
5.584916,5.897
5.591619,0.0
5.593533,3.531
5.593853,0.747
5.600874,4.289
5.607576,2.486
5.607896,0.0
5.608534,3.378
5.609172,1.297
5.60981,2.463
5.611087,1.066
5.611406,0.0
5.613959,2.38
5.614598,0.0
5.620343,1.037
5.622896,1.873
5.623215,0.0
5.623853,2.77
5.624811,5.216
5.62513,6.298
5.625768,5.099
5.626087,2.492
5.626407,1.3
5.627045,4.418
5.627683,0.0
5.62896,2.096
5.629598,0.0
5.634066,1.259
5.634385,2.439
5.635024,0.0
5.643003,3.232
5.645875,1.513
5.646194,0.184
5.64779,0.0
5.648748,1.412
5.649067,4.593
5.649705,3.753
5.650024,0.0
5.653535,1.239
5.654173,0.0
5.657046,3.851
5.657365,5.488
5.659599,0.428
5.666301,1.684
5.669174,0.0
5.676195,1.349
5.678429,4.129
5.678748,5.387
5.68194,3.199
5.682578,4.465
5.682897,3.387
5.683216,0.0
5.689919,1.357
5.690238,0.0
5.690557,3.047
5.690876,4.584
5.691195,3.03
5.691514,0.0
5.695983,1.507
5.696302,0.0
5.69694,2.998
5.697259,0.0
5.697898,3.835
5.698855,2.235
5.699493,0.0
5.700132,2.142
5.70077,0.0
5.706196,1.902
5.708749,1.329
5.709068,0.0
5.710345,2.407
5.710983,0.0
5.718643,3.068
5.719281,3.853
5.7196,4.948
5.719919,3.718
5.720239,1.665
5.722153,0.0
5.725026,1.988
5.725664,0.0
5.726941,2.249
5.72726,0.907
5.732686,1.747
5.733324,0.0
5.736516,1.303
5.736835,3.379
5.737154,4.84
5.739707,4.356
5.740026,2.306
5.740345,4.262
5.740665,5.321
5.743856,3.3
5.744814,4.068
5.74609,3.795
5.746409,0.664
5.74992,4.063
5.752792,1.962
5.753112,0.0
5.754069,1.669
5.754388,3.003
5.755346,0.981
5.755984,2.893
5.756303,0.925
5.763005,2.866
5.763644,0.0
5.764601,2.76
5.765878,0.465
5.770346,1.071
5.771304,0.0
5.771942,2.626
5.772261,3.939
5.77258,0.0
5.773218,3.566
5.774814,2.709
5.775133,0.0
5.78024,2.422
5.783751,1.958
5.78407,0.0
5.785027,1.208
5.785985,2.853
5.7879,1.138
5.788219,0.0
5.79907,2.189
5.799389,3.425
5.801623,2.33
5.801943,0.0
5.809283,3.077
5.810879,2.555
5.811198,0.0
5.815347,3.222
5.815666,4.7
5.819177,3.935
5.819496,1.204
5.819815,0.0
5.838326,3.905
5.84088,3.527
5.841199,0.0
5.841518,2.777
5.841837,0.283
5.842156,1.813
5.842475,0.0
5.848859,2.389
5.850773,1.489
5.851093,2.578
5.85205,4.485
5.852688,4.088
5.853008,2.091
5.853646,0.0
5.856518,1.151
5.856837,4.633
5.860667,1.376
5.860986,0.0
5.862901,2.632
5.863221,4.397
5.868646,3.39
5.869604,0.0
5.872476,2.819
5.874072,1.184
5.87471,2.198
5.875987,2.346
5.877263,0.883
5.883008,1.019
5.884604,0.0
5.892583,2.568
5.89354,0.0
5.904711,1.269
5.905988,0.0
5.909179,0.0
5.909817,4.311
5.910137,5.612
5.911732,4.557
5.912051,1.724
5.912371,0.0
5.922584,3.678
5.923222,2.325
5.923541,0.0
5.929605,1.618
5.929924,3.357
5.93152,1.823
5.932477,0.0
5.939499,2.348
5.940137,1.308
5.940456,0.0
5.941733,2.179
5.942052,3.973
5.945882,0.0
5.94652,4.117
5.947159,0.37
5.948754,3.783
5.949074,5.564
5.954818,3.818
5.955138,1.423
5.955457,0.0
5.958648,2.87
5.958967,3.944
5.963116,2.103
5.963436,0.0
5.967266,2.623
5.967904,1.551
5.968223,0.0
5.968542,1.424
5.968861,2.855
5.969819,1.848
5.971415,0.0
5.972372,1.258
5.973329,0.0
5.974287,1.423
5.974606,0.0
5.982904,3.688
5.986415,2.767
5.991202,1.362
5.991841,0.534
5.993436,3.043
5.996628,0.468
6.003968,3.282
6.00716,4.865
6.007479,2.377
6.007798,1.274
6.010032,0.0
6.01865,0.96
6.018969,3.206
6.019926,1.858
6.020245,0.0
6.025352,1.199
6.025671,3.048
6.027905,0.803
6.030778,1.806
6.031097,3.146
6.034927,2.836
6.035246,0.0
6.052161,1.446
6.05248,0.0
6.056948,3.896
6.060459,0.0
6.060778,2.151
6.061097,4.232
6.062693,1.763
6.063012,0.0
6.073864,1.466
6.074183,0.0
6.090779,4.648
6.092694,0.0
6.096205,3.068
6.096524,5.434
6.097162,3.583
6.097481,0.0
6.100354,2.711
6.104184,3.381
6.104503,1.595
6.104822,3.307
6.105141,0.175
6.10929,1.276
6.109928,0.0
6.110567,1.276
6.111205,3.884
6.113758,3.363
6.114077,0.0
6.116312,3.377
6.116631,5.208
6.117907,3.614
6.118226,0.0
6.12461,1.854
6.125886,3.689
6.129397,1.023
6.129716,0.0
6.130354,1.01
6.130993,0.0
6.131312,1.267
6.131631,2.278
6.135142,0.0
6.136099,1.948
6.136418,3.373
6.139929,2.232
6.140248,0.0
6.145993,2.671
6.146312,3.922
6.147589,3.073
6.153653,2.464
6.153972,0.0
6.155568,2.602
6.158759,0.0
6.167377,2.457
6.170249,0.0
6.171206,2.294
6.17344,0.0
6.175994,1.458
6.176313,3.482
6.17727,2.113
6.17759,0.0
6.178228,3.694
6.179504,0.155
6.180143,1.87
6.180781,0.469
6.183334,1.535
6.183653,3.816
6.183973,0.0
6.189717,3.321
6.190675,4.706
6.194186,0.0
6.20759,2.803
6.207909,0.0
6.213335,1.976
6.213654,4.396
6.217484,2.786
6.218761,0.0
6.222591,1.97
6.22291,3.474
6.223548,0.0
6.232484,2.783
6.232804,4.096
6.236633,0.625
6.24174,2.186
6.242697,3.806
6.246208,2.769
6.247166,0.0
6.250995,2.919
6.251315,4.211
6.251634,3.023
6.251953,4.574
6.254187,2.446
6.254506,0.539
6.258655,5.01
6.258974,6.032
6.259932,5.087
6.260251,1.693
6.26057,0.0
6.260889,2.809
6.2644,0.0
6.269826,3.561
6.271421,0.843
6.273975,3.333
6.276528,0.0
6.2794,2.438
6.284188,1.874
6.284507,0.0
6.288337,1.0
6.288656,2.311
6.291209,0.0
6.299507,1.207
6.299826,2.664
6.304295,3.71
6.305252,4.671
6.306848,0.849
6.316742,2.958
6.317061,0.378
6.320572,1.714
6.320891,3.419
6.323125,0.0
6.332061,2.188
6.33238,4.933
6.333338,0.848
6.336849,3.499
6.337168,5.31
6.338444,3.602
6.338763,0.0
6.342593,1.661
6.342912,3.434
6.345147,4.794
6.345785,3.239
6.346423,0.286
6.347062,3.081
6.347381,4.135
6.348019,1.762
6.348657,0.806
6.349296,1.295
6.349615,0.317
6.352168,3.691
6.354721,4.902
6.35504,3.073
6.35536,0.481
6.355998,2.196
6.356636,0.0
6.36653,2.22
6.369083,0.0
6.37036,1.348
6.370679,4.207
6.377381,0.0
6.37802,3.123
6.379615,3.176
6.379935,1.659
6.380573,0.185
6.384084,3.174
6.385041,0.0
6.398446,1.228
6.402276,1.838
6.402595,2.977
6.407382,4.001
6.407701,2.304
6.40802,0.0
6.41185,4.067
6.414404,3.247
6.414723,1.663
6.415042,0.615
6.416318,2.105
6.417276,4.0
6.417595,5.326
6.417914,6.373
6.419191,4.776
6.41951,2.028
6.419829,0.424
6.421744,3.725
6.422063,4.99
6.42334,1.482
6.423659,0.0
6.427808,3.447
6.431319,2.676
6.431957,0.0
6.432595,1.741
6.434191,0.0
6.441213,4.502
6.442489,4.445
6.446319,0.0
6.451106,2.428
6.454617,0.0
6.45717,2.27
6.45749,4.094
6.458128,1.897
6.458766,0.978
6.459085,0.0
6.461319,1.015
6.461639,4.067
6.461958,5.178
6.463234,3.541
6.464511,3.541
6.466745,3.285
6.467703,0.0
6.474405,4.207
6.47632,3.69
6.477277,2.923
6.477596,0.0
6.481745,1.927
6.482384,0.0
6.491639,2.313
6.499299,0.0
6.505044,4.693
6.505363,5.952
6.50664,4.295
6.506959,0.0
6.508874,3.026
6.509193,4.148
6.512065,2.932
6.512384,0.0
6.514938,1.726
6.515257,4.176
6.51781,2.312
6.518129,0.0
6.518768,1.525
6.519087,3.107
6.521959,0.0
6.526427,1.06
6.527066,0.0
6.529938,1.968
6.530896,3.357
6.534725,4.499
6.535045,3.249
6.539513,0.684
6.545896,2.178
6.546534,0.0
6.558343,3.606
6.560258,1.972
6.560577,0.0
6.564407,2.501
6.566003,1.468
6.566322,0.0
6.569833,1.795
6.57079,0.0
6.574301,2.284
6.57462,4.03
6.575258,2.474
6.575577,0.0
6.583237,1.268
6.58611,0.0
6.58962,3.941
6.590259,5.358
6.590897,3.873
6.591535,0.0
6.592174,3.334
6.592493,0.0
6.59728,2.239
6.597918,0.664
6.599195,1.322
6.600152,0.0
6.603344,2.092
6.604302,0.0
6.60494,2.102
6.610046,1.656
6.610685,3.063
6.61228,2.364
6.6126,0.226
6.618025,1.701
6.618344,3.68
6.618983,1.677
6.619302,0.0
6.628557,2.96
6.634302,0.0
6.63909,3.196
6.639409,4.844
6.641962,2.516
6.6426,0.0
6.646749,0.0
6.649622,2.461
6.650579,0.0
6.651217,2.248
6.651537,0.0
6.653452,1.629
6.65409,0.0
6.654728,1.456
6.656324,0.03
6.662388,1.561
6.662707,3.927
6.663984,2.513
6.664622,1.574
6.664941,0.0
6.66526,1.578
6.665899,0.0
6.666537,1.548
6.666856,3.431
6.669409,2.298
6.670048,0.94
6.670686,3.275
6.671643,0.0
6.672601,3.099
6.673239,0.952
6.674197,1.745
6.674516,4.073
6.677388,1.344
6.677707,0.0
6.680261,1.51
6.680899,3.565
6.681218,4.812
6.686006,0.0
6.68824,1.342
6.688559,0.0
6.690474,1.363
6.690793,0.0
6.691112,1.392
6.691431,3.78
6.696538,0.576
6.709942,2.363
6.7109,1.112
6.711219,0.0
6.723985,3.904
6.725581,0.0
6.732283,1.231
6.732602,2.944
6.734836,0.206
6.745369,0.998
6.747603,3.187
6.747922,4.41
6.748241,3.415
6.74856,2.006
6.748879,3.617
6.749837,1.941
6.750156,0.681
6.754305,2.784
6.758773,3.17
6.759092,0.03
6.759731,3.737
6.760369,0.504
6.767071,2.922
6.76739,4.385
6.770263,1.618
6.770582,0.0
6.780476,3.169
6.780795,4.3
6.786859,0.923
6.79037,1.633
6.792285,0.0
6.792923,3.208
6.797072,0.249
6.802178,3.379
6.802817,0.0
6.805689,0.991
6.806008,2.817
6.807604,1.189
6.807923,0.0
6.812711,3.138
6.813668,0.0
6.814306,2.696
6.815583,4.326
6.817498,2.417
6.817817,1.199
6.818136,0.0
6.822604,1.762
6.823243,0.0
6.828668,4.04
6.829307,2.078
6.830902,0.0
6.836009,1.715
6.836328,4.709
6.836966,3.392
6.837286,5.209
6.837924,4.887
6.838881,4.358
6.839201,0.828
6.842711,3.33
6.84335,2.183
6.843669,0.0
6.843988,2.073
6.844307,3.355
6.844626,5.313
6.844945,6.35
6.849733,2.612
6.850052,1.279
6.852605,2.736
6.853243,0.267
6.853563,3.396
6.854839,3.497
6.855158,2.011
6.856116,3.374
6.857073,0.0
6.862499,3.127
6.863137,0.575
6.870159,0.989
6.870478,3.955
6.870797,0.416
6.872393,1.948
6.872712,3.583
6.874946,1.896
6.875584,0.0
6.880691,1.834
6.881329,0.0
6.881648,2.139
6.881968,3.478
6.882287,4.437
6.887074,3.845
6.887393,2.161
6.888989,0.0
6.891542,3.014
6.894415,2.203
6.894734,0.0
6.910372,1.049
6.910692,2.189
6.911649,3.432
6.912287,2.069
6.91867,1.862
6.91899,2.837
6.919628,3.233
6.920905,0.0
6.924096,2.047
6.925373,2.161
6.925692,0.608
6.926011,2.092
6.931437,0.0
6.938777,2.869
6.939096,4.938
6.940373,3.078
6.940692,0.0
6.943246,1.34
6.943565,3.552
6.943884,4.986
6.94548,2.469
6.945799,0.0
6.956969,1.952
6.957288,3.126
6.961118,2.373
6.961437,0.0
6.962076,2.666
6.962714,0.0
6.963352,2.674
6.967821,2.128
6.96814,0.0
6.973246,1.38
6.973565,3.041
6.973885,4.123
6.978353,2.526
6.978672,0.0
6.987608,3.462
6.987927,4.973
6.989204,3.895
6.989523,1.581
6.989842,0.0
7.000374,3.256
7.000694,4.571
7.002289,0.333
7.007396,1.824
7.007715,2.896
7.011545,4.052
7.012183,2.738
7.012502,3.984
7.013779,0.0
7.015056,2.839
7.015375,3.943
7.017928,1.653
7.018247,0.0
7.022077,2.255
7.022396,4.339
7.023035,3.201
7.023354,0.0
7.023673,3.087
7.024311,3.928
7.02495,2.795
7.025588,3.755
7.032928,3.309
7.033567,0.083
7.040588,3.254
7.040907,5.542
7.042503,3.506
7.043461,1.542
7.04378,0.0
7.046971,2.665
7.04729,0.0
7.048248,2.615
7.048886,0.0
7.05144,1.543
7.051759,3.47
7.054312,3.809
7.054631,2.63
7.05495,0.0
7.057184,3.082
7.058461,3.533
7.059738,2.35
7.061014,3.595
7.061653,2.387
7.063248,0.0
7.063887,1.647
7.064844,1.371
7.065482,4.241
7.067078,3.14
7.067397,1.706
7.068993,0.0
7.076653,1.697
7.078249,0.0
7.082079,1.749
7.083355,0.0
7.084632,1.334
7.084951,0.0
7.092611,3.597
7.09293,4.851
7.093887,3.936
7.094206,2.06
7.094526,3.601
7.094845,4.564
7.099313,2.798
7.099632,0.0
7.099951,2.01
7.10027,4.601
7.101228,1.965
7.101547,0.0
7.101866,1.71
7.102185,3.942
7.103143,2.926
7.103462,0.224
7.104419,2.525
7.104739,3.913
7.10793,4.136
7.108568,0.0
7.113994,1.966
7.114313,3.45
7.116867,0.0
7.120696,4.491
7.121335,2.882
7.122611,0.0
7.126441,2.108
7.12708,0.0
7.127399,2.241
7.127718,4.072
7.128675,0.0
7.131548,2.497
7.131867,4.012
7.136016,1.991
7.136335,0.0
7.140165,2.812
7.140484,3.948
7.14208,0.0
7.144952,2.138
7.145271,3.909
7.147506,3.61
7.147825,2.08
7.148463,3.848
7.151335,2.463
7.151974,3.272
7.153889,2.298
7.157719,0.589
7.159314,3.454
7.162187,0.0
7.165697,4.339
7.166017,1.039
7.166336,0.0
7.168251,1.722
7.170485,2.599
7.170804,1.302
7.171123,0.0
7.178145,4.374
7.179421,2.363
7.17974,0.0
7.185166,4.237
7.185485,5.515
7.188038,4.794
7.188358,2.715
7.19123,3.816
7.192507,3.751
7.193145,5.403
7.195379,3.921
7.195698,2.4
7.196017,0.0
7.19889,3.615
7.199528,5.291
7.2024,3.005
7.20272,0.0
7.215167,2.802
7.218039,3.202
7.218677,5.004
7.225061,1.909
7.22538,0.0
7.235274,1.373
7.235593,2.519
7.236231,0.0
7.236869,4.012
7.237827,3.967
7.238146,1.951
7.241018,0.0
7.242933,4.399
7.243252,6.138
7.246125,1.517
7.246444,0.0
7.247721,3.693
7.251551,0.0
7.252827,2.592
7.253465,1.316
7.253785,0.0
7.256657,1.255
7.256976,2.899
7.260487,2.851
7.260806,0.604
7.262402,2.662
7.26304,0.363
7.263359,2.872
7.263678,4.112
7.265913,0.0
7.269742,1.707
7.270062,4.387
7.271338,0.0
7.276764,3.121
7.277083,2.063
7.277402,0.0
7.28187,2.71
7.283466,4.935
7.286339,1.949
7.286658,0.0
7.288892,1.292
7.289211,3.071
7.290807,4.626
7.291764,2.976
7.292722,4.462
7.295275,0.0
7.298147,2.685
7.303254,0.0
7.312829,2.753
7.313148,4.604
7.314424,0.849
7.325914,1.044
7.326233,2.573
7.326552,3.703
7.327829,5.65
7.327829,5.65
7.328148,5.646
7.328467,5.895
7.328786,9.895
7.329105,12.387
7.329425,13.342
7.329744,13.428
7.330063,12.534
7.330382,10.739
7.330701,8.635
7.33102,7.13
7.33134,6.124
7.331659,5.211
7.331978,4.998
7.332616,0.0
7.334212,4.821
7.335489,3.009
7.335808,0.0
7.336127,2.68
7.336446,4.29
7.336765,2.817
7.337084,0.0
7.338361,2.472
7.33868,3.554
7.338999,2.565
7.339318,0.517
7.339957,1.052
7.340276,0.0
7.349212,2.004
7.351766,0.0
7.355915,4.521
7.356234,6.251
7.359425,0.0
7.368043,1.828
7.368362,3.135
7.368681,2.133
7.369,0.0
7.369958,3.636
7.370277,4.751
7.370915,3.204
7.372192,4.053
7.373149,4.352
7.373468,5.601
7.374745,3.9
7.375064,0.832
7.378894,2.412
7.379532,4.251
7.381766,0.0
7.388469,4.326
7.388788,5.456
7.391022,2.688
7.391341,0.0
7.392618,2.275
7.394213,0.0
7.397405,2.72
7.397724,4.458
7.400597,2.824
7.401554,0.0
7.407937,1.757
7.410171,4.142
7.411129,2.349
7.411448,0.0
7.412405,2.662
7.415597,0.0
7.419746,2.429
7.422618,0.0
7.429959,1.861
7.430278,4.331
7.435385,1.967
7.435704,0.905
7.445598,2.026
7.445917,3.325
7.446874,0.0
7.450066,1.71
7.450385,4.584
7.451981,2.947
7.453257,2.473
7.454853,0.0
7.458045,2.544
7.458364,3.704
7.45996,3.263
7.460279,1.678
7.461236,0.0
7.464109,2.899
7.464428,4.503
7.466981,2.737
7.4673,0.154
7.472407,1.861
7.473683,3.765
7.47496,2.504
7.481981,3.295
7.48645,1.88
7.486769,0.0
7.490918,2.816
7.493152,0.375
7.49379,2.659
7.494109,3.848
7.495067,0.0
7.497301,3.339
7.49762,4.301
7.500812,5.891
7.501769,5.729
7.502088,10.616
7.502407,16.388
7.502727,18.131
7.503046,18.606
7.503365,18.109
7.503684,16.68
7.504003,14.665
7.504322,12.607
7.504641,10.76
7.504961,9.089
7.50528,7.566
7.505599,6.317
7.505918,5.609
7.506237,5.395
7.506556,5.398
7.506876,4.841
7.507195,3.429
7.507514,2.204
7.508152,3.759
7.50911,2.275
7.510067,3.263
7.511344,3.113
7.511663,1.332
7.511982,3.003
7.517089,0.0
7.518046,0.987
7.518365,0.0
7.525706,1.3
7.527302,1.791
7.527621,0.0
7.533046,4.468
7.534323,2.354
7.534642,0.0
7.543579,2.279
7.544536,1.72
7.544855,0.659
7.545493,3.547
7.546132,1.924
7.546451,0.0
7.549643,1.054
7.550919,0.0
7.556026,2.324
7.556345,4.307
7.558579,0.0
7.559856,2.107
7.561132,4.219
7.563047,0.0
7.565281,1.35
7.5656,3.184
7.567834,0.0
7.574856,2.355
7.575813,0.0
7.581558,2.28
7.582516,0.0
7.592729,1.978
7.595282,1.452
7.595601,0.0
7.596239,1.048
7.596558,2.562
7.596878,0.0
7.602303,2.983
7.602622,4.325
7.602942,3.225
7.606771,1.552
7.607091,0.0
7.609963,1.666
7.610282,3.292
7.61124,2.312
7.612516,0.0
7.61507,2.246
7.615389,3.605
7.620176,1.956
7.620495,0.393
7.623368,2.599
7.623687,4.778
7.625602,0.0
7.62624,1.424
7.626559,0.0
7.634857,2.812
7.635176,5.165
7.635815,3.692
7.636134,0.367
7.640283,3.366
7.645709,0.941
7.646985,1.992
7.647304,0.0
7.650496,1.989
7.651453,0.0
7.652411,1.99
7.655602,0.0
7.661347,2.206
7.665815,1.992
7.666135,0.0
7.673156,3.463
7.680816,0.254
7.684007,1.711
7.688475,2.102
7.689433,0.0
7.693263,2.69
7.694539,0.0
7.695497,4.744
7.695816,3.717
7.696135,0.0
7.699965,2.256
7.700603,0.803
7.705391,1.086
7.706029,4.153
7.706348,5.172
7.707625,1.749
7.707944,0.0
7.710816,1.828
7.711136,2.872
7.7172,3.536
7.718157,1.014
7.718476,0.0
7.731881,0.0
7.735711,1.678
7.73603,4.939
7.736349,5.902
7.740498,1.242
7.740817,0.0
7.742413,2.876
7.74369,1.661
7.744009,0.0
7.744328,1.524
7.744966,0.0
7.746562,3.177
7.746881,0.0
7.748796,3.239
7.749434,0.0
7.762201,2.418
7.766988,0.0
7.767626,2.4
7.770499,0.679
7.776243,1.647
7.776563,3.866
7.778797,0.0
7.786137,5.093
7.787095,3.835
7.787414,0.0
7.791244,1.684
7.79252,1.255
7.79284,0.0
7.794116,1.663
7.795712,4.325
7.79635,0.0
7.80401,2.615
7.804329,4.485
7.807521,2.139
7.80784,0.0
7.813585,2.908
7.813904,4.62
7.816457,2.146
7.816776,0.0
7.82284,2.922
7.825074,1.979
7.825394,0.417
7.828266,2.43
7.828585,0.897
7.829223,1.55
7.830181,2.724
7.833053,0.0
7.836245,1.161
7.836564,0.097
7.837202,2.483
7.837521,3.853
7.838479,1.167
7.838798,0.0
7.842309,2.685
7.842628,3.968
7.843905,3.741
7.844224,2.323
7.844543,3.668
7.8455,0.0
7.846777,3.212
7.847096,0.0
7.854437,2.789
7.855394,4.06
7.856033,3.018
7.856352,0.53
7.856671,2.921
7.85699,4.082
7.857309,3.003
7.857628,0.529
7.858586,3.853
7.858905,5.127
7.859543,4.159
7.859862,2.116
7.86082,0.0
7.865926,0.0
7.87231,4.086
7.872629,5.309
7.877097,2.717
7.877416,0.588
7.88348,1.445
7.89114,0.0
7.892097,2.533
7.893055,0.0
7.893693,2.367
7.89465,0.0
7.900714,1.899
7.901034,5.371
7.903906,0.0
7.912204,3.407
7.91763,0.0
7.924332,2.596
7.924651,3.644
7.925928,0.0
7.949545,3.283
7.951141,2.806
7.95146,0.0
7.953375,2.2
7.953694,4.765
7.954333,4.031
7.954971,5.314
7.955928,3.64
7.956248,0.0
7.962312,1.529
7.962631,0.0
7.966141,2.875
7.967099,1.807
7.967737,0.0
7.978269,1.712
7.978589,3.368
7.978908,4.572
7.980823,3.811
7.981142,0.0
7.982418,1.197
7.982738,2.888
7.985929,0.0
7.988163,4.16
7.989121,3.56
7.98944,1.316
7.989759,0.0
7.995504,2.569
7.996142,0.0
8.001249,1.172
8.001887,0.0
8.005717,2.827
8.006993,0.0
8.010504,2.338
8.010823,3.492
8.011143,2.522
8.011462,0.05
8.0121,2.409
8.012738,1.883
8.013057,0.223
8.014015,1.669
8.014653,1.311
8.014972,0.0
8.01593,3.675
8.017206,0.0
8.020398,1.467
8.020717,3.938
8.024547,3.615
8.024866,2.174
8.025185,3.592
8.026143,3.041
8.0271,0.0
8.031888,1.784
8.032207,4.352
8.032526,2.327
8.032845,0.0
8.034122,1.033
8.034441,0.0
8.05008,2.197
8.051356,1.055
8.051675,2.221
8.054867,3.09
8.055186,1.427
8.062846,2.064
8.063165,3.495
8.064122,0.0
8.066037,1.79
8.066357,4.277
8.067633,3.874
8.067952,2.454
8.06891,0.0
8.075931,2.374
8.07657,0.0
8.079761,2.127
8.080719,4.326
8.086783,0.0
8.087421,3.968
8.088698,2.494
8.089655,0.0
8.107209,2.317
8.108166,0.0
8.120613,2.416
8.120932,3.798
8.124762,1.182
8.125081,0.0
8.128911,2.424
8.130507,1.886
8.131464,0.0
8.139443,4.401
8.140082,2.528
8.141039,4.249
8.141358,5.291
8.141677,4.306
8.141997,2.293
8.142316,0.046
8.150295,2.759
8.150614,4.176
8.155401,0.905
8.156039,3.632
8.156359,0.0
8.157635,3.359
8.158274,5.106
8.159869,3.446
8.160189,2.188
8.160508,0.834
8.17487,1.141
8.175189,3.118
8.175508,1.338
8.175827,0.0
8.179976,1.078
8.181572,0.0
8.184764,1.253
8.185083,3.517
8.185402,4.811
8.186998,0.0
8.190189,1.733
8.190508,0.0
8.194338,1.191
8.194657,3.369
8.197211,0.0
8.200721,3.307
8.201041,4.613
8.206466,4.24
8.208062,2.328
8.208381,0.0
8.213168,2.203
8.213807,1.609
8.214126,0.0
8.214764,4.481
8.215403,2.146
8.217318,0.0
8.225616,3.475
8.225935,5.172
8.231041,2.411
8.23136,0.0
8.23168,3.486
8.232318,0.0
8.237105,3.922
8.238063,0.0
8.240935,1.687
8.242531,0.0
8.256255,3.049
8.258808,0.95
8.264872,2.011
8.267425,0.0
8.278915,2.721
8.279234,4.536
8.282425,3.71
8.282745,1.414
8.284979,2.63
8.285298,4.061
8.288489,1.669
8.288809,3.068
8.289128,2.081
8.289447,0.0
8.315618,1.766
8.315937,4.146
8.316894,1.037
8.317213,0.0
8.321043,3.731
8.321362,4.747
8.323597,3.765
8.323916,0.0
8.329341,1.958
8.329661,3.815
8.330299,2.863
8.330618,0.647
8.334448,2.504
8.335086,0.0
8.345618,2.704
8.346576,0.0
8.352959,2.587
8.354874,3.515
8.355193,2.272
8.355831,0.513
8.358704,2.051
8.3603,3.582
8.360938,1.908
8.362214,3.302
8.366364,3.944
8.367002,0.599
8.368278,2.685
8.368917,1.464
8.370513,0.936
8.376577,2.865
8.378172,2.26
8.378491,0.0
8.384875,1.02
8.385194,2.574
8.385513,0.0
8.389981,3.944
8.390619,2.518
8.390939,0.0
8.398917,1.294
8.399237,3.491
8.399556,0.0
8.400194,1.672
8.400832,3.506
8.402109,2.44
8.402428,1.416
8.402747,0.0
8.410726,1.706
8.411365,0.0
8.426365,2.287
8.427003,0.0
8.430833,3.925
8.431471,2.157
8.431791,0.0
8.437535,1.041
8.437855,3.168
8.438174,4.251
8.439131,1.688
8.439769,2.834
8.440408,1.554
8.440727,0.0
8.44328,1.002
8.443599,3.26
8.444238,2.095
8.445514,0.237
8.450621,2.374
8.451259,0.0
8.453812,3.71
8.454131,4.788
8.454451,3.798
8.45477,1.749
8.455727,3.128
8.456046,1.319
8.456685,3.412
8.459238,0.959
8.459557,0.0
8.46594,1.096
8.466259,2.571
8.467536,0.0
8.468174,2.831
8.469132,0.0
8.46977,2.705
8.471047,2.188
8.471366,0.814
8.472004,2.017
8.473281,3.771
8.47743,1.132
8.477749,0.0
8.484451,2.796
8.48477,0.0
8.486047,2.374
8.486366,3.842
8.487005,2.612
8.487324,0.0
8.487643,2.494
8.487962,4.332
8.489239,0.0
8.490196,1.318
8.490834,0.0
8.492749,0.0
8.495622,1.834
8.49626,1.497
8.496898,1.994
8.498175,0.0
8.506792,1.217
8.507111,2.666
8.509984,1.97
8.510303,0.0
8.514771,2.228
8.515409,0.0
8.516367,1.097
8.516686,0.0
8.519878,2.893
8.520197,1.021
8.520516,0.0
8.527857,2.455
8.528176,4.135
8.529452,3.386
8.529772,1.858
8.530729,0.0
8.532325,2.21
8.532963,0.666
8.536474,2.727
8.536793,4.066
8.53807,2.872
8.538389,0.0
8.541261,3.442
8.54158,4.45
8.543814,2.138
8.544134,0.0
8.551793,1.002
8.552112,2.883
8.556262,0.0
8.566794,2.004
8.567113,3.487
8.567432,4.969
8.569028,4.56
8.569347,2.06
8.569666,0.0
8.573815,2.712
8.575092,0.0
8.57573,3.882
8.576049,4.907
8.576368,2.523
8.576688,0.0
8.579241,3.191
8.57956,4.82
8.582432,4.22
8.584347,3.691
8.585305,0.0
8.58722,2.035
8.587858,3.733
8.589454,3.511
8.589773,1.355
8.590092,0.0
8.592645,0.0
8.594241,3.621
8.59456,0.0
8.596156,1.026
8.598709,0.0
8.601263,1.034
8.603816,0.749
8.604135,2.225
8.604454,3.511
8.607327,0.838
8.608922,1.914
8.610518,0.283
8.610837,2.961
8.611156,4.379
8.612114,3.32
8.614348,3.183
8.614667,0.0
8.614986,1.831
8.615305,0.695
8.618178,2.32
8.618497,3.504
8.623603,0.0
8.627753,2.679
8.62871,0.802
8.644668,1.777
8.645625,0.0
8.649136,2.312
8.649774,0.0
8.657753,2.062
8.658072,0.0
8.658711,1.982
8.659668,0.0
8.662541,1.7
8.66286,3.622
8.663179,1.893
8.663817,0.488
8.673073,0.711
8.673711,1.681
8.677222,1.527
8.678179,3.282
8.680094,3.144
8.680413,4.543
8.680732,5.673
8.681371,3.164
8.68169,2.162
8.682647,0.799
8.683605,0.0
8.684881,3.167
8.685201,4.68
8.68935,3.175
8.690307,0.0
