0.000000	28.519000
0.001283	28.962000
0.002567	30.426000
0.003850	32.009000
0.005133	35.124000
0.006417	35.147000
0.007700	35.132000
0.008984	35.109000
0.010267	34.981000
0.011550	34.804000
0.012834	34.724000
0.014117	34.441000
0.015400	33.934000
0.016684	33.231000
0.017967	32.374000
0.019250	31.410000
0.020534	30.383000
0.021817	29.347000
0.023100	28.367000
0.024384	27.511000
0.025667	26.840000
0.026951	26.372000
0.028234	26.080000
0.029517	25.914000
0.030801	25.824000
0.032084	25.776000
0.033367	25.751000
0.034651	25.736000
0.035934	25.726000
0.037217	25.720000
0.038501	25.716000
0.039784	25.712000
0.041067	25.708000
0.042351	25.704000
0.043634	25.701000
0.044918	25.699000
0.046201	25.697000
0.047484	25.694000
0.048768	25.692000
0.050051	25.694000
0.051334	25.695000
0.052618	25.696000
0.053901	25.694000
0.055184	25.690000
0.056468	25.686000
0.057751	25.685000
0.059034	25.685000
0.060318	25.684000
0.061601	25.684000
0.062885	25.686000
0.064168	25.687000
0.065451	25.688000
0.066735	25.688000
0.068018	25.685000
0.069301	25.682000
0.070585	25.682000
0.071868	25.684000
0.073151	25.687000
0.074435	25.689000
0.075718	25.687000
0.077001	25.683000
0.078285	25.678000
0.079568	25.673000
0.080852	25.671000
0.082135	25.670000
0.083418	25.672000
0.084702	25.672000
0.085985	25.671000
0.087268	25.670000
0.088552	25.671000
0.089835	25.673000
0.091118	25.676000
0.092402	25.678000
0.093685	25.680000
0.094969	25.679000
0.096252	25.679000
0.097535	25.676000
0.098819	25.672000
0.100102	25.669000
0.101385	25.667000
0.102669	25.666000
0.103952	25.667000
0.105235	25.669000
0.106519	25.670000
0.107802	25.669000
0.109085	25.667000
0.110369	25.666000
0.111652	25.664000
0.112936	25.665000
0.114219	25.665000
0.115502	25.663000
0.116786	25.663000
0.118069	25.663000
0.119352	25.662000
0.120636	25.658000
0.121919	25.657000
0.123202	25.656000
0.124486	25.655000
0.125769	25.655000
0.127052	25.656000
0.128336	25.657000
0.129619	25.659000
0.130903	25.660000
0.132186	25.660000
0.133469	25.660000
0.134753	25.659000
0.136036	25.658000
0.137319	25.658000
0.138603	25.658000
0.139886	25.658000
0.141169	25.657000
0.142453	25.656000
0.143736	25.656000
0.145019	25.656000
0.146303	25.656000
0.147586	25.656000
0.148870	25.656000
0.150153	25.657000
0.151436	25.658000
0.152720	25.659000
0.154003	25.660000
0.155286	25.658000
0.156570	25.654000
0.157853	25.648000
0.159136	25.645000
0.160420	25.645000
0.161703	25.645000
0.162986	25.645000
0.164270	25.645000
0.165553	25.645000
0.166837	25.643000
0.168120	25.642000
0.169403	25.641000
0.170687	25.641000
0.171970	25.643000
0.173253	25.645000
0.174537	25.645000
0.175820	25.646000
0.177103	25.646000
0.178387	25.645000
0.179670	25.644000
0.180953	25.646000
0.182237	25.646000
0.183520	25.644000
0.184804	25.643000
0.186087	25.643000
0.187370	25.642000
0.188654	25.641000
0.189937	25.641000
0.191220	25.638000
0.192504	25.637000
0.193787	25.637000
0.195070	25.635000
0.196354	25.633000
0.197637	25.632000
0.198921	25.630000
0.200204	25.631000
0.201487	25.633000
0.202771	25.634000
0.204054	25.637000
0.205337	25.638000
0.206621	25.638000
0.207904	25.636000
0.209187	25.634000
0.210471	25.631000
0.211754	25.630000
0.213037	25.629000
0.214321	25.630000
0.215604	25.631000
0.216888	25.632000
0.218171	25.633000
0.219454	25.637000
0.220738	25.640000
0.222021	25.641000
0.223304	25.640000
0.224588	25.639000
0.225871	25.637000
0.227154	25.635000
0.228438	25.633000
0.229721	25.632000
0.231004	25.630000
0.232288	25.626000
0.233571	25.623000
0.234855	25.624000
0.236138	25.625000
0.237421	25.626000
0.238705	25.627000
0.239988	25.629000
0.241271	25.630000
0.242555	25.630000
0.243838	25.629000
0.245121	25.629000
0.246405	25.629000
0.247688	25.631000
0.248971	25.631000
0.250255	25.629000
0.251538	25.628000
0.252822	25.627000
0.254105	25.625000
0.255388	25.623000
0.256672	25.620000
0.257955	25.620000
0.259238	25.621000
0.260522	25.621000
0.261805	25.620000
0.263088	25.617000
0.264372	25.613000
0.265655	25.610000
0.266938	25.609000
0.268222	25.611000
0.269505	25.614000
0.270789	25.616000
0.272072	25.614000
0.273355	25.611000
0.274639	25.608000
0.275922	25.607000
0.277205	25.606000
0.278489	25.606000
0.279772	25.607000
0.281055	25.609000
0.282339	25.611000
0.283622	25.614000
0.284906	25.617000
0.286189	25.618000
0.287472	25.617000
0.288756	25.617000
0.290039	25.618000
0.291322	25.617000
0.292606	25.613000
0.293889	25.609000
0.295172	25.608000
0.296456	25.607000
0.297739	25.606000
0.299022	25.607000
0.300306	25.609000
0.301589	25.610000
0.302873	25.610000
0.304156	25.608000
0.305439	25.604000
0.306723	25.600000
0.308006	25.598000
0.309289	25.599000
0.310573	25.600000
0.311856	25.603000
0.313139	25.605000
0.314423	25.605000
0.315706	25.604000
0.316989	25.602000
0.318273	25.601000
0.319556	25.600000
0.320840	25.598000
0.322123	25.599000
0.323406	25.601000
0.324690	25.602000
0.325973	25.598000
0.327256	25.593000
0.328540	25.591000
0.329823	25.591000
0.331106	25.593000
0.332390	25.594000
0.333673	25.595000
0.334956	25.596000
0.336240	25.597000
0.337523	25.597000
0.338807	25.596000
0.340090	25.594000
0.341373	25.590000
0.342657	25.588000
0.343940	25.589000
0.345223	25.591000
0.346507	25.593000
0.347790	25.593000
0.349073	25.592000
0.350357	25.591000
0.351640	25.590000
0.352923	25.589000
0.354207	25.589000
0.355490	25.589000
0.356774	25.589000
0.358057	25.589000
0.359340	25.590000
0.360624	25.590000
0.361907	25.589000
0.363190	25.587000
0.364474	25.583000
0.365757	25.578000
0.367040	25.575000
0.368324	25.574000
0.369607	25.574000
0.370890	25.575000
0.372174	25.576000
0.373457	25.575000
0.374741	25.575000
0.376024	25.575000
0.377307	25.576000
0.378591	25.578000
0.379874	25.580000
0.381157	25.583000
0.382441	25.586000
0.383724	25.587000
0.385007	25.587000
0.386291	25.586000
0.387574	25.583000
0.388858	25.582000
0.390141	25.582000
0.391424	25.581000
0.392708	25.580000
0.393991	25.579000
0.395274	25.580000
0.396558	25.583000
0.397841	25.584000
0.399124	25.583000
0.400408	25.583000
0.401691	25.582000
0.402974	25.582000
0.404258	25.579000
0.405541	25.576000
0.406825	25.573000
0.408108	25.572000
0.409391	25.570000
0.410675	25.569000
0.411958	25.570000
0.413241	25.570000
0.414525	25.568000
0.415808	25.568000
0.417091	25.567000
0.418375	25.567000
0.419658	25.567000
0.420941	25.565000
0.422225	25.563000
0.423508	25.562000
0.424792	25.559000
0.426075	25.558000
0.427358	25.559000
0.428642	25.561000
0.429925	25.564000
0.431208	25.563000
0.432492	25.560000
0.433775	25.556000
0.435058	25.554000
0.436342	25.552000
0.437625	25.550000
0.438908	25.550000
0.440192	25.552000
0.441475	25.554000
0.442759	25.556000
0.444042	25.559000
0.445325	25.559000
0.446609	25.557000
0.447892	25.556000
0.449175	25.555000
0.450459	25.553000
0.451742	25.551000
0.453025	25.550000
0.454309	25.549000
0.455592	25.549000
0.456875	25.549000
0.458159	25.549000
0.459442	25.550000
0.460726	25.552000
0.462009	25.552000
0.463292	25.553000
0.464576	25.553000
0.465859	25.550000
0.467142	25.548000
0.468426	25.547000
0.469709	25.549000
0.470992	25.551000
0.472276	25.552000
0.473559	25.554000
0.474843	25.554000
0.476126	25.552000
0.477409	25.551000
0.478693	25.550000
0.479976	25.549000
0.481259	25.547000
0.482543	25.546000
0.483826	25.545000
0.485109	25.546000
0.486393	25.547000
0.487676	25.548000
0.488959	25.548000
0.490243	25.548000
0.491526	25.547000
0.492810	25.545000
0.494093	25.540000
0.495376	25.536000
0.496660	25.538000
0.497943	25.541000
0.499226	25.543000
0.500510	25.541000
0.501793	25.541000
0.503076	25.539000
0.504360	25.537000
0.505643	25.537000
0.506926	25.536000
0.508210	25.535000
0.509493	25.535000
0.510777	25.535000
0.512060	25.535000
0.513343	25.535000
0.514627	25.535000
0.515910	25.536000
0.517193	25.537000
0.518477	25.539000
0.519760	25.540000
0.521043	25.540000
0.522327	25.539000
0.523610	25.538000
0.524893	25.536000
0.526177	25.534000
0.527460	25.533000
0.528744	25.532000
0.530027	25.531000
0.531310	25.529000
0.532594	25.527000
0.533877	25.525000
0.535160	25.524000
0.536444	25.523000
0.537727	25.523000
0.539010	25.523000
0.540294	25.522000
0.541577	25.522000
0.542860	25.522000
0.544144	25.522000
0.545427	25.520000
0.546711	25.518000
0.547994	25.519000
0.549277	25.519000
0.550561	25.521000
